"","tic","year","assets.total","cash","shares.outstanding.common","co.stock","financing.net.cash.flow","gross.profit.loss","invested.capital","total.inventories","liabilities.total","net.income.loss","volatility.assumption","risk.free.rate","retained.earnings","retained.earnings.restatement","revenue.total","working.capital","deffered.long.asset.tax","net.deferred.tax.asset","eps","trade.volume","stock.price.trend","price.close.monthly","settlement","was.litigated","quality.rating","market.cap","settlement.dollars","mpl","earnings"
"768","DAKT",2012,319.418,40.628,42.373,37.429,-31.002,149.501,188.246,88.4,131.172,22.779,45.88,0.92,123.632,0,518.322,125.456,1.061,13.816,0.54,37265191,0.0240799999999997,8.86146183654129,0,FALSE,3,375.486722399764,0,0.00271738460811318,0.060938026926127
"769","DAKT",2013,357.451,45.054,43.147,43.935,-15.321,156.211,203.119,95.628,154.332,22.206,54.23,2.19,129.27,0,551.97,140.532,2,12.666,0.52,38776281,3.63857142857143,11.4334073631047,0,FALSE,3,493.31722749588,0,0.318240338423784,0.0454807550790174
"771","QLGC",2010,757.207,147.78,104.717,0.208,-158.236,427.9,601.164,26.931,156.043,139.09,38,2.1,1388.379,0,597.199,437.31,25.333,43.087,1.29,651017367,-1.71899521531101,17.9505778770873,0,FALSE,3,1879.73066355495,0,0.0957626672011037,0.0718639816964665
"772","QLGC",2011,913.418,164.516,98.777,0.211,-101.674,409.553,759.843,19.724,153.575,229.436,36,1.8,1618.234,0,558.608,605.672,30.558,47.338,2.25,391848808,-2.58521428571429,15.7862800066702,0,FALSE,3,1559.32138021886,0,0.16376336189539,0.142528828770889
"773","QLGC",2012,825.163,95.532,89.96,0.212,-129.71,353.988,734.277,20.16,90.886,73.136,38,0.9,1692.224,0,484.538,505.211,31.992,45.028,0.78,344176586,-7.03315,13.5376444046133,0,FALSE,3,1217.84649063901,0,0.519525390813432,0.0576171139296726
"774","QLGC",2013,798.263,91.258,87.17,0.214,-44.058,343.432,693.426,18.036,104.837,-18.266,36,1.6,1672.506,0,460.907,314.289,32.827,47.907,-0.21,265153815,0.802857142857142,11.0450346206838,0,FALSE,3,962.795667885006,0,0.0726894184064982,0.0190130685155787
"775","SCSC",2010,859.75,34.605,26.703,111.951,1.322,223.027,517.28,346.61,372.899,48.812,46.27,2.89,374.9,0,2114.979,436.953,0,18.463,1.83,32435478,3.74338516746412,27.8863536203817,0,FALSE,3,744.649300725051,0,0.1342371691338,0.065623495452718
"776","SCSC",2011,1182.188,28.747,27.11,123.608,33.657,280.771,644.336,467.35,594.794,73.523,42.92,2.56,463.786,0,2666.531,532.167,0,21.282,2.74,28904880,1.94264285714286,34.3715666178787,0,FALSE,3,931.813171010691,0,0.0565188918718757,0.0797170530648657
"777","SCSC",2012,1201.806,29.173,27.605,139.557,-42.292,311.604,657.74,475.479,549.495,74.288,41.33,1.42,512.754,0,3015.296,533.529,0,21.497,2.72,25194781,-6.31154,32.3883667374299,0,FALSE,3,894.080863786752,0,0.19487058582383,0.0839807706900086
"778","SCSC",2013,1164.183,148.164,27.972,149.821,-4.978,301.331,701.385,402.307,468.227,34.662,42.9,0.64,546.135,0,2876.964,614.378,0,41.087,1.25,32065268,9.51217142857143,33.6197049712555,0,FALSE,3,940.41038745596,0,0.282934411134905,0.0371805761254816
"779","CELL",2010,1247.841,41.658,67.437,0.904,-85.988,334.023,334.353,311.804,1003.488,30.118,0,0,-234.204,0,3593.239,30.312,0,13.803,0.44,176334624,2.25947368421053,7.51323750396248,0,FALSE,3,506.670197554717,0,0.300732365111429,0.0585633024069776
"780","CELL",2011,1506.911,40.842,68.244,0.915,162.051,398.953,537.707,468.937,1215.746,48.832,0,0,-198.219,0,5244.383,200.367,0,15.855,0.72,190588235,0.920345238095237,9.70344053304787,0,FALSE,3,662.201595737319,0,0.0948473105967657,0.0742004856471096
"781","NMRX",2010,57.146,10.251,15.122,57.696,-0.998,23.152,42.955,4.82,14.428,-0.38,72.45,2.74,-16.142,0,58.243,10.197,0,0,-0.03,4902040,3.89521435406699,5.50746053014205,0,FALSE,3,83.2838181368082,0,0.707261419804767,0.00544715660435722
"782","NMRX",2011,61.428,9.547,15.129,59.3,3.544,26.202,48.697,7.057,17.231,1.854,77.06,3.08,-14.301,0,58.36,12.408,0,0,0.12,8032500,-1.23792119047619,8.44132422922837,0,FALSE,3,127.708794263996,0,0.14665011754789,0.0142157790343482
"783","NMRX",2012,72.147,4.948,15.609,0,0.15,28.802,58.813,7.503,19.342,7.165,71.82,1.03,-7.131,0,66.74,11.2,4.788,4.788,0.46,5569341,4.518995,10.1109915083204,0,FALSE,3,157.822466453373,0,0.446938858200138,0.0454950436484359
"784","NMRX",2013,101.29,25.603,18.828,0,20.347,32.14,84.6,8.315,17.313,0.585,67.7,1.51,-6.562,0,77.832,34.944,3.958,6.7,0.03,11817427,-0.0809523809523807,11.7021094788602,0,FALSE,3,220.32731726798,0,0.006917759665351,0.00256364034657126
"785","SILC",2010,63.479,6.657,6.88,0.02,0.259,13.325,55.43,8.14,8.049,5.715,82.64,3,20.804,0,30.399,33.708,0.219,0.269,0.84,6544114,8.42430550239234,11.774011142522,0,FALSE,0,81.0051966605512,0,0.71550004500742,0.0713435710083822
"786","SILC",2011,72.865,11.483,6.925,0.02,0.164,17.582,64.274,11.173,8.591,8.243,0,0,29.047,0,39.633,40.513,0.135,0.183,1.2,6417236,-1.26850642857143,17.8820086797032,0,FALSE,0,123.832910106945,0,0.070937580407912,0.0671065550573212
"787","SILC",2012,89.033,13.306,7.007,0.021,0.277,20.334,74.966,14.795,14.067,9.871,64.71,1.33,38.918,0,48.729,46.094,0.114,0.161,1.42,3430857,-0.626835,16.2253197795625,0,FALSE,0,113.690815695395,0,0.0386331368821194,0.0875175355119124
"788","SILC",2013,105.257,12.997,7.14,0.021,-2.02,30.092,90.691,28.778,14.566,17.077,0,0,52.082,0,73.298,65.298,0.439,0.713,2.4,12670438,22.1471476190476,33.2797107027285,0,FALSE,0,237.617134417481,0,0.665484980229466,0.0721160115073726
"790","FLEX",2010,11633.152,1748.471,756.994,8865.556,-641.696,1982.226,4493.891,3550.286,9338.456,596.219,46.9,1.6,-6047.75,0,28679.925,2225.268,47.944,48.88,0.77,2001316012,0.697944258373206,6.77248994610621,0,FALSE,0,5126.73425426272,0,0.10305578360799,0.113695259221862
"791","FLEX",2011,11033.804,1518.329,683.74,8292.37,-522.162,1929.541,4441.777,3308.07,8749.825,488.765,46.9,1.1,-5620.176,0,29387.656,2246.365,49.111,49.926,0.68,1458572452,-2.32547023809524,6.71037004783451,0,FALSE,0,4588.14841650637,0,0.3465487330085,0.101335693136542
"792","FLEX",2012,10591.555,1587.087,638.92,8015.142,-339.578,1794.35,3904.031,2722.5,8344.797,277.051,46.9,0.9,-5380.169,0,23569.475,1598.616,52.305,60.186,0.42,1151862951,-0.294,6.46448001385215,0,FALSE,0,4130.28557045042,0,0.045479295994421,0.0649704228491727
"793","FLEX",2013,12500.15,1593.728,591.427,7614.515,-410.792,1914.508,4276.364,3599.008,10298.471,365.594,0,0,-5063.25,0,26108.607,1743.639,219.267,101.365,0.6,1193574166,1.0157619047619,7.64671018372677,0,FALSE,0,4522.47086383097,0,0.132836459125073,0.0784651157927864
"794","STKR",2010,8.005,1.811,52.51,0.053,-1.328,6.337,3.219,1.892,8.193,-2.649,111.9,3.44,-105.919,0,15.194,1.319,0,0,-0.06,10054928,0.0371023923444976,0.0831483770154966,0,FALSE,2,4.36612127708373,0,0.446219080591107,0.721601577248076
"795","STKR",2011,9.932,4.066,76.059,0.076,4.152,6.69,5.261,1.694,6.302,-1.443,164.65,2.18,-107.197,0,16.977,3.96,0,0,-0.02,8401181,-0.03625,0.134892384741498,0,FALSE,2,10.2597798910536,0,0.268732738838207,0.148266338669356
"796","STKR",2012,7.001,1.278,76.059,0.076,-0.889,4.585,0.68,2.033,6.331,-2.903,189.15,0.78,-110.299,0,13.904,-0.373,0,0,-0.04,7043099,-0.06895,0.0620867660670121,0,FALSE,2,4.72225734029087,0,1.11054262232921,0.644259679378804
"797","STKR",2013,6.429,0.402,83.665,0.084,0.501,6.183,2.011,2.003,6.863,-1.153,224.1,1.19,-111.82,0,15.599,0.944,0,0,-0.01,11623752,0.00223333333333333,0.0224615759507464,0,FALSE,2,1.8792477519192,0,0.0994290577932096,0.445204736387506
"798","RFMI",2010,14.21,0.631,10.69,0.011,-0.943,12.23,10.111,5.011,6.994,0.312,0,0,-44.217,0,33.62,7.259,0,-0.125,0.03,4821337,0.00622751196172255,1.25529144786373,0,FALSE,2,13.4190655776633,0,0.00496100883370201,0.0238988324592304
"799","RFMI",2011,14.414,0.7,10.939,0.011,-0.361,11.775,10.318,5.594,6.515,0.228,99.67,0.94,-44.075,0,32.475,8.175,0,-0.125,0.02,4566135,-0.688567619047619,1.22822224558844,0,FALSE,2,13.435523144492,0,0.560621354580436,0.0162836978990052
"800","ADTN",2010,691.974,31.677,63.01,0.797,-11.722,369.408,619.822,74.274,119.652,113.989,39.57,1.35,758.91,0,605.674,304.952,0,0.267,1.82,270338613,12.2902093301435,28.977940615909,0,FALSE,3,1825.90003820843,0,0.424122938653417,0.062806395531117
"801","ADTN",2011,817.514,42.979,63.703,0.797,-16.191,425.817,738.631,87.8,125.383,138.577,38.32,1.01,853.308,0,717.229,329.311,8.345,20.47,2.16,268059453,-9.42742261904761,36.65507611554,0,FALSE,3,2335.03831378824,0,0.257192826154052,0.0589277183108689
"802","ADTN",2012,886.381,68.457,62.31,0.797,-55.17,330.722,738.406,102.583,193.975,47.263,39.46,0.96,872.733,0,620.614,339.405,10.261,23.316,0.75,311498624,-13.05993,25.778699025099,0,FALSE,3,1606.27073625392,0,0.506617110013365,0.029093787831177
"803","ADTN",2013,789.898,58.298,56.918,0.797,-141.892,323.514,650.806,90.111,185.292,45.794,39.92,1.71,895.204,0,641.744,277.335,9.622,26.705,0.78,190894722,5.4247619047619,23.5714159455787,0,FALSE,3,1341.63785279045,0,0.230141537414914,0.0330909268158031
"805","TESS",2010,161.161,8.178,7.465,0.084,-3.824,137.727,81.839,45.71,82.281,10.018,0,0,82.516,0,605.219,51.838,0,1.597,1.33,6024017,-1.91075550239235,17.7737884097183,0,FALSE,3,132.681330478547,0,0.107504121144347,0.0748292918392562
"806","TESS",2011,202.498,18.212,7.745,0.088,-5.198,153.501,96.36,53.36,108.846,16.437,0,0,94.704,0,733.39,65.779,0,0.891,2.12,10756643,-0.720071428571428,12.9914466692093,0,FALSE,3,100.618754453026,0,0.0554265777250238,0.163184289939362
"807","TESS",2012,194.3,4.468,7.988,0.092,-11.742,152.018,105.261,60.914,91.497,17.794,0,0,100.667,0,752.565,76.552,0,2.275,2.22,12509688,5.78705,20.4131472095093,0,FALSE,3,163.06021990956,0,0.283496216463092,0.108753440966998
"808","TESS",2013,186.96,11.468,8.18,0.094,-6.95,143.023,117.036,61.956,72.132,16.249,0,0,110.831,0,560.087,88.09,0,2.652,1.98,8403899,16.1776190476191,28.413415086836,0,FALSE,3,232.421735410318,0,0.569365526747757,0.0696853931126828
"809","SSYS",2010,178.46,27.554,20.822,0.265,6.78,69.934,152.282,17.881,26.178,9.37,39,2.3,83.239,0,122.087,58.242,0,3.24,0.46,44324717,11.9108851674641,26.0566111548634,0,FALSE,3,542.550757466567,0,0.457115666218972,0.0176538690033812
"810","SSYS",2011,221.77,20.092,21.246,0.269,8.769,92.627,183.311,22.771,38.459,20.626,55,1.2,103.913,0,155.894,64.086,0,-3.787,0.98,73913678,-4.1355,34.1916465009692,0,FALSE,3,726.435721559591,0,0.120950595341549,0.0286619715716885
"811","SSYS",2012,1731.513,133.826,38.372,0.101,30.489,126.715,1572.156,67.995,159.357,8.491,62,0.8,112.265,0,215.244,228.851,1.184,-49.486,0.37,110570790,38.15325,52.7549565602907,0,FALSE,3,2024.31319313148,0,0.723216404441481,0.00701355899283411
"812","SSYS",2013,2782.221,414.088,49.211,0.133,474.915,302.467,2499.787,88.406,282.434,-26.954,56.5,1.55,87.457,0,484.403,714.404,0,-88.161,-0.64,235698722,39.3614285714286,92.3387759474031,0,FALSE,3,4544.08350314765,0,0.426271933622438,0.00693099939254717
"813","TBUSQ",2010,53.83,1.391,11.839,1.184,0.83,27.093,27.557,15.134,32.512,-1.845,76,2.2,-16.941,0,87.301,9.125,0,0.529,-0.2,10286736,-0.463090669856459,1.63587040446554,0,FALSE,1,19.3670697184676,0,0.283085181193039,0.122259073490202
"814","DIGA.1",2010,35.929,0.903,29.273,0.293,-3.114,16.318,14.427,8.859,23.421,-5.818,0,0,-578.695,0,37.72,-3.975,0,0,-0.21,39542654,-0.299568660287081,0.475285930632741,0,FALSE,2,13.9130450474122,0,0.63029145400595,0.441839293918147
"815","DIGA.1",2011,15.437,6.302,29.875,0.299,-5.395,1.609,4.011,0.13,11.426,-10.254,0,0,-587.458,0,3.663,3.853,0,0,-0.34,22613246,-0.296666904761905,0.272027733464095,0,FALSE,2,8.12682853723984,0,1.0905759533561,1.24987256141248
"816","DIGA.1",2012,3.413,0.709,30.875,0.309,0.271,0,-2.508,0,5.921,-6.325,124,2.35,-594.071,0,0,-2.711,0,0,-0.21,11660428,-0.065475,0.0732471931847075,0,FALSE,2,2.26150708957784,0,0.893890907667843,2.86700405666662
"817","SKVY",2010,5.363,0.241,143.617,0.144,0.518,3.95,-3.635,1.969,8.998,-1.531,146,0.8,-57.104,0,9.914,-4.223,0,-0.078,-0.01,2684847,-0.0171,0.0405955595097758,0,FALSE,0,5.83021247011547,0,0.421228336460843,0.246332360503417
"820","NSIT",2010,1803.283,123.763,46.325,0.463,-17.894,675.493,636.59,157.411,1258.312,75.485,0,0,167.231,0,4809.93,352.182,73.796,92.068,1.63,57531791,1.80565789473684,14.1504032089034,0,FALSE,3,655.517428652448,0,0.127604695645756,0.115191063882506
"821","NSIT",2011,1857.611,128.336,43.919,0.439,-68.027,748.296,712.434,158.579,1260.779,100.235,0,0,236.023,0,5287.228,426.517,70.771,86.929,2.2,60829679,0.932714285714287,16.3931386152304,0,FALSE,3,719.970254842305,0,0.0568966265464093,0.134202488714153
"822","NSIT",2012,2001.503,152.119,44.594,0.446,-14.575,760.853,785.291,132.145,1296.212,92.763,0,0,335.545,0,5301.441,519.429,64.013,78.088,2.09,46019104,-0.248750000000001,17.9716825234612,0,FALSE,3,801.429210451227,0,0.0138412193557988,0.116294064135153
"823","NSIT",2013,1867.718,126.817,42.023,0.42,-75.711,740.431,783.867,135.973,1150.8,71.021,0,0,367.795,0,5144.347,542.859,58.651,74.644,1.65,47568293,4.57619047619048,20.1335234033701,0,FALSE,3,846.071053979821,0,0.227292083184232,0.0819528687027434
"824","NATI",2010,959.682,219.447,78.603,0.786,-30.532,712.037,744.545,117.765,215.137,109.116,0,0,335.653,0,873.22,484.406,0,-3.59,1.4,58625206,7.58031100478469,32.5422488884431,0,FALSE,3,2557.91838937829,0,0.232937527789505,0.043020997251889
"825","NATI",2011,1154.294,142.608,120.677,1.207,-9.905,848.2,852.011,131.995,302.283,94.072,0,0,378.974,0,1042.01,496.629,0,-5.02,0.79,98912935,-14.1801428571429,29.8678838243501,0,FALSE,3,3604.36661627109,0,0.474762220870243,0.0264498149465797
"826","NATI",2012,1284.769,161.996,122.879,1.229,-35.301,918.201,939.128,169.99,345.641,90.137,0,0,405.054,0,1144.499,522.744,0,-13.114,0.74,86708637,-1.128625,26.0439307622853,0,FALSE,3,3200.25216813886,0,0.0433354323623983,0.0284135296915935
"827","NATI",2013,1343.551,230.263,125.69,1.257,-43.413,935.343,1023.084,172.109,320.467,80.513,0,0,417.497,0,1172.558,603.24,0,-7.387,0.65,93918712,3.33904761904762,29.5360734518279,0,FALSE,3,3712.38907216024,0,0.113049814305665,0.0220069875252756
"828","PCMI",2010,334.091,10.711,12.149,0.014,-10.239,179.452,109.959,63.583,226.798,7.573,78,2.51,9.561,0,1368.314,52.638,0.604,0.097,0.62,17358262,2.19119138755981,5.27311074854462,0,FALSE,3,64.0630224840685,0,0.415540558893928,0.117577655688556
"829","PCMI",2011,393.24,9.484,11.996,0.014,51.204,200.532,119.811,79.456,282.414,3.132,75,1.84,12.484,0,1455.219,45.277,0.215,-3.392,0.26,13090233,-1.3085,7.43745930948914,0,FALSE,3,89.2197618766317,0,0.17593373564149,0.034958174449207
"830","PCMI",2012,377.956,6.535,11.525,0.014,-7.28,207.884,127.071,68.942,261.845,5.094,75,0.97,17.833,0,1420.859,55.392,0.38,-4.627,0.42,5360515,-0.270135,5.89110746747881,0,FALSE,3,67.8950135626933,0,0.0458547058411766,0.0712938954718722
"831","PCMI",2013,434.822,9.992,11.791,0.015,18.389,208.536,139.504,116.961,309.06,8.129,74,1.13,25.267,0,1424.199,57.595,0.225,-6.04,0.7,8593766,3.68433333333333,8.79478330031271,0,FALSE,3,103.699289893987,0,0.418922582572596,0.0795926376008731
"832","TAIT",2010,21.867,3.095,5.54,0.006,0.5,2.424,19.145,12.414,2.722,-0.343,33,4.4,8.331,0,7.189,13.905,0,0,-0.07,996746,-0.0529930622009569,1.2739168073139,0,FALSE,2,7.05749911251903,0,0.041598526604492,0.0549486431124159
"833","TAIT",2011,21.158,1.905,5.54,0.006,0,2.322,20.033,12.801,2.625,-0.613,33,4.4,7.729,0,6.804,14.337,0,0,-0.11,724623,-0.376316904761905,1.20704926943099,0,FALSE,2,6.68705295264768,0,0.311765985276892,0.0911313256101425
"834","TAIT",2012,20.407,2.475,5.54,0.006,0,1.822,17.811,10.986,2.596,-0.739,40,1.47,7.02,0,7.192,11.884,0,0,-0.14,442559,-0.023445,0.993962751893733,0,FALSE,2,5.50655364549128,0,0.0235874030041184,0.140850348499747
"835","TAIT",2013,19.233,2.724,5.54,0.006,0,1.595,18.377,10.151,2.356,-0.933,40,1.47,6.091,0,6.268,12.639,0,0,-0.17,663769,0.0482857142857143,1.02501722888413,0,FALSE,2,5.6785954480181,0,0.0471072221276511,0.165850870804452
"836","HAUP",2010,32.761,7.058,10.082,0.108,0.027,19.458,9.981,11.451,22.78,-1.846,50,2.69,-5.461,0,56.919,4.778,0.611,1.921,-0.18,115969875,1.75637846889952,1.90466138192154,0,FALSE,2,19.2027960525329,0,0.922147362030085,0.094504987452628
"837","HAUP",2011,26.867,4.081,10.122,0.109,0.047,14.069,4.449,10.092,22.418,-5.849,65,2.75,-11.442,0,42.343,-0.008,0.789,1.917,-0.58,32706129,-1.86167857142857,1.73091955021364,0,FALSE,2,17.5203676872625,0,1.07554309569084,0.335082008824969
"838","HAUP",2012,24.672,5.096,10.123,0.109,0,14.429,1.965,9.498,22.707,-2.543,65,1.81,-14.054,0,44.64,-1.434,0.622,1.599,-0.25,14491008,0.051285,1.12371950129771,0,FALSE,2,11.3754125116367,0,0.0456386134980966,0.222475448464934
"839","HAUP",2013,16.982,1.483,10.122,0.109,0,13.231,-2.052,10.479,19.034,-4.049,77,1.72,-18.184,0,34.017,-3.005,0.692,1.146,-0.4,8120248,-0.670014285714286,0.643098454040239,0,FALSE,2,6.5094425517953,0,1.04185336087336,0.621988744471421
"840","ISNS",2010,54.356,8.021,4.879,0.049,4.383,24.38,46.021,4.649,8.335,3.005,78,2.84,23.907,0,31.681,21.138,0,-0.06,0.66,1886377,-0.405243779904305,12.6548752917785,0,FALSE,2,61.7431365485874,0,0.0320227398975302,0.0521538130390571
"841","ISNS",2011,41.254,5.224,4.911,0.049,0.105,22.3,36.326,6.142,4.928,-10.017,44,1.47,13.658,0,30.521,21.068,3.131,3.56,-2.07,1513198,-7.37742880952381,9.90501608709273,0,FALSE,2,48.6435340037124,0,0.744817448518571,0.208985021508186
"842","ISNS",2012,38.536,8.334,4.967,0.049,0.121,18.984,33.98,4.485,4.556,-3.352,42,0.72,10.876,0,24.963,22.008,4.017,3.962,-0.69,627007,-1.69256,5.69598757077146,0,FALSE,2,28.2919702640218,0,0.297149524813791,0.121137904784182
"843","ISNS",2013,24.385,3.564,4.975,0.049,0.009,17.074,18.514,3.589,5.871,-15.901,60,1.52,-4.811,0,26.29,10.888,0.139,-0.122,-3.21,3059045,-0.0675285714285714,5.96990423204751,0,FALSE,2,29.7002735544364,0,0.0113114999510488,0.537697067696354
"844","HLIT",2010,720.386,96.533,112.36,0.112,22.692,220.377,520.203,58.065,200.183,-4.335,56,2.4,-1877.58,0,423.344,217.898,0,25.069,-0.04,195610491,1.46904306220096,6.50014449651385,0,FALSE,3,730.356235628296,0,0.22600160088577,0.00615370935545399
"845","HLIT",2011,734.166,90.983,116.257,0.116,14.656,289.883,564.316,70.649,169.85,8.779,55,1.8,-1868.964,0,549.332,279.06,0,27.376,0.08,279126382,-3.181375,6.86132107205184,0,FALSE,3,797.67660387353,0,0.463667997254737,0.0116595622271436
"846","HLIT",2012,717.531,96.67,114.193,0.114,-17.699,272.249,553.413,64.27,164.118,-10.937,56,0.9,-1879.491,0,530.464,293.978,0,31.145,-0.09,149548525,-0.601500000000001,4.80791969981773,0,FALSE,3,549.030774281286,0,0.125106082787282,0.0187191146315135
"847","HLIT",2013,606.084,90.329,99.413,0.099,-111.202,257.142,494.166,36.926,111.918,37.027,50,0.9,-1842.208,0,461.94,243.65,0,35.972,0.35,167912990,1.92000476190476,6.56882409131359,0,FALSE,3,653.026509389758,0,0.292290482316876,0.0532819870245618
"848","EZENQ",2010,4.564,1.759,15.601,0.163,0.1,1.664,0.612,0,3.952,-2.822,170,1.065,-63.624,0,2.681,0.9,0,0,-0.18,3801915,-0.00847344497607656,0.161944115806644,0,FALSE,1,2.52649015069946,0,0.0523232655528748,1.1114945368865
"849","FEIC",2010,984.422,277.617,38.28,509.145,-69.448,287.802,723.744,155.964,351.248,53.548,41,1.205,124.029,0,634.222,493.518,1.072,8.407,1.41,69209800,2.84223684210526,21.2863349036706,0,FALSE,3,814.84090011251,0,0.133524012234495,0.0662396794178439
"850","FEIC",2011,1089.909,320.361,37.866,493.698,-29.349,387.697,787.596,182.01,393.095,103.637,45.5,1.04,203.116,0,826.426,519.284,0.934,13.208,2.7,112671052,13.5310416666667,34.1994778358322,0,FALSE,3,1294.99742773162,0,0.395650533953172,0.0789485738045714
"851","FEIC",2012,1234.223,266.302,38.478,516.907,1.236,443.321,842.631,192.54,394.32,114.92,45.5,0.47,322.996,0,891.738,486.83,5.092,-0.344,3.02,78285185,10.59352,49.2809584211187,0,FALSE,3,1896.2327181278,0,0.214961728411927,0.0612812757047724
"852","FEIC",2013,1426.084,384.17,42.136,637.482,-3.367,470.734,1077.568,181.725,348.516,126.673,33,0.9,440.086,0,927.454,657.126,1.751,7.925,3.13,60189316,29.6514476190476,74.8062889262848,0,FALSE,3,3152.03779019793,0,0.396376401565203,0.0418414019051841
"853","SCKT",2010,9.067,0.461,3.802,0.004,0.013,5.862,3.242,1.698,6.174,-3.975,90,3.03,-54.782,0,13.498,-1.617,0,-0.016,-1.05,1783676,-0.967972727272727,2.70548117456025,0,FALSE,2,10.2862394256781,0,0.357782096720766,0.388101018729383
"854","SCKT",2011,10.397,0.957,4.832,0.005,1.858,7.586,3.131,1.461,7.271,-2.422,60,3.3,-57.204,0,17.511,-1.444,0,-0.047,-0.56,2818454,0.233076190476191,2.18949745222741,0,FALSE,2,10.5796516891628,0,0.106451912167826,0.25576645427484
"855","SCKT",2012,7.921,0.391,4.861,0.005,0.576,5.313,0.516,0.941,7.452,-3.298,70,1.77,-60.502,0,13.565,-4.022,0,-0.079,-0.68,1902598,-1.01499,1.76538497595686,0,FALSE,2,8.58153636812627,0,0.574939751852066,0.385185106512778
"856","SCKT",2013,8.102,0.606,4.867,0.005,0.469,6.523,0.169,1.105,7.969,-0.621,90,2.01,-61.123,0,15.661,-4.265,0,-0.111,-0.13,2320580,-0.0596190476190477,1.322484085956,0,FALSE,2,6.43653004634784,0,0.0450811077820648,0.0982998596206363
"857","WSTG",2010,68.683,10.955,4.771,0.053,-3.47,20.327,26.817,1.164,42.004,4.421,0,0,4.723,0,206.73,19.033,0.336,0.852,1.01,2099935,3.46901291866029,9.58786313660882,0,FALSE,3,45.7436950247607,0,0.36181293675488,0.10534151203552
"858","WSTG",2011,74.861,9.202,4.68,0.053,-4.299,23.566,28.989,1.24,45.927,5.539,0,0,7.147,0,250.169,19.337,0.251,0.58,1.26,2109688,0.238098571428571,12.7184420987003,0,FALSE,3,59.5223090219174,0,0.018720734000346,0.0990687373675082
"859","WSTG",2012,91.445,9.835,4.741,0.053,-3.533,24.194,32.125,1.717,59.32,5.489,0,0,9.733,0,297.057,19.592,0.236,0.516,1.23,2543969,-0.83164,12.7649548917254,0,FALSE,3,60.5186511416699,0,0.0651502498092723,0.0963575672952298
"860","WSTG",2013,94.76,19.609,4.653,0.053,-4.761,24.629,34.721,1.315,60.039,6.393,0,0,12.894,0,300.39,24.016,0.216,0.434,1.44,2042988,1.08909047619048,12.3978318004291,0,FALSE,3,57.6871113673966,0,0.0878452372738902,0.116149341528424
"862","DSWL",2010,127.159,35.635,16.195,50.809,-0.804,15.745,111.287,19.517,15.872,-8.114,0,0,52.759,0,84.022,59.689,0.154,-0.059,-0.5,5152457,-0.772200956937799,3.78293382831255,0,FALSE,0,61.2646133495217,0,0.204127534866835,0.132172547206049
"863","DSWL",2011,121.959,33.073,16.197,50.816,-2.426,14.385,107.689,15.852,14.27,-1.461,43.9,2.07,48.608,0,64.783,60.933,0.187,-0.234,-0.09,5096489,-1.11267619047619,2.83654463777609,0,FALSE,0,45.9435134980594,0,0.392264650327714,0.0317287444736148
"864","DSWL",2012,112.565,32.03,16.388,52.443,-5.164,11.029,101.576,11.376,10.989,-1.991,0,0,42.302,0,54.074,58.298,0.192,-0.414,-0.12,3604590,0.332775,2.52070959462226,0,FALSE,0,41.3093888366696,0,0.132016397569141,0.0476056425762058
"865","DSWL",2013,100.636,23.278,16.063,53.063,0,3.144,89.61,11.012,11.026,-7.49,0,0,31.254,0,40.932,50.868,0,0,-0.46,4012843,-0.117442857142857,2.52178032794849,0,FALSE,0,40.5073574078367,0,0.0465714066531712,0.182410813068011
"866","CRAY",2010,260.628,57.381,36.068,0.361,0.933,118.257,145.821,49.241,114.807,15.062,74,1.8,-413.237,0,319.388,125.377,3.105,3.105,0.44,75569963,1.52,6.04907139307425,0,FALSE,3,218.177907005402,0,0.251278237803622,0.0727384372589432
"867","CRAY",2011,283.099,50.411,36.763,0.368,1.462,101.966,166.814,97.881,116.285,14.329,74,0.7,-397.334,0,236.046,137.733,13.352,13.352,0.41,48211277,-1.05372619047619,6.33624972303948,0,FALSE,3,232.9395485681,0,0.166301240723625,0.0647070456376085
"868","CRAY",2012,510.314,253.065,39.435,0.394,7.827,158.578,340.546,89.796,169.768,161.241,74.8,0.56,-237.392,0,421.058,283.352,10.041,10.041,4.42,71302670,8.262,10.7583098957043,0,FALSE,3,424.253950737101,0,0.767964492573216,0.41084520178814
"869","CRAY",2013,603.366,192.633,40.47,0.405,-0.093,197.426,375.587,95.129,227.779,32.223,50.45,0.98,-210.656,0,525.749,334.928,19.206,28.401,0.85,87335473,6.72566190476191,21.5536318403882,0,FALSE,3,872.27548058051,0,0.312043091139705,0.0394365091829782
"870","GSIG",2010,367.167,56.781,33.342,423.856,-11.565,177.618,286.253,66.721,188.489,-0.687,0,0,-260.162,0,383.516,158.865,1.445,-2.702,-0.03,39067491,3.27498803827751,2.29587381332118,0,FALSE,1,76.5490246837548,0,1.42646691611503,0.0130669202400991
"871","GSIG",2011,348.503,54.835,33.478,423.856,-43.095,172.132,267.36,65.81,139.143,28.973,0,0,-232.784,0,366.28,148.613,0.814,-2.713,0.87,39301657,-0.854238095238095,10.7416849173741,0,FALSE,1,359.610127663851,0,0.0795255215367943,0.0809928802317427
